Orginal File Name:,DP-JamesTest-2018_1_4_1233.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36,IP: ::1,Time:,2018_1_4_1233,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_number,trial_type,event_code,absolute_time,response_time,response,result
67,00010010,2,264.926,NaN,NA,NA,
68,00010010,3,264.926,NaN,NA,NA,
68,00010010,4,265.93,NaN,NA,NA,
68,00010010,5,266.132,NaN,NA,02890.bmp,A138.bmp,
68,00010010,6,266.634,NaN,NA,NA,
68,00010010,7,267.79,1.155,1,1,
68,00000110,2,267.808,NaN,NA,NA,
69,00000110,3,267.808,NaN,NA,NA,
69,00000110,4,268.812,NaN,NA,NA,
69,00000110,5,269.016,NaN,NA,05532.bmp,A142.bmp,
69,00000110,6,269.52,NaN,NA,NA,
69,00000110,7,270.61400000000003,1.093,-1,1,
69,10101011,2,270.632,NaN,NA,NA,
70,10101011,3,270.632,NaN,NA,NA,
70,10101011,4,271.637,NaN,NA,NA,
70,10101011,5,271.841,NaN,NA,25994.bmp,A382.bmp,
70,10101011,6,272.842,NaN,NA,NA,
70,10101011,7,273.567,0.724,-1,1,
70,10101100,2,273.585,NaN,NA,NA,
71,10101100,3,273.585,NaN,NA,NA,
71,10101100,4,274.59000000000003,NaN,NA,NA,
71,10101100,5,274.79200000000003,NaN,NA,28600.bmp,A98.bmp,
71,10101100,6,275.794,NaN,NA,NA,
71,10101100,7,276.371,0.5740000000000001,-1,1,
71,01011110,2,276.389,NaN,NA,NA,
72,01011110,3,276.389,NaN,NA,NA,
72,01011110,4,277.39,NaN,NA,NA,
72,01011110,5,277.592,NaN,NA,13060.bmp,A220.bmp,
72,01011110,6,278.593,NaN,NA,NA,
72,01011110,7,279.172,0.578,1,1,
72,01100110,2,279.19,NaN,NA,NA,
73,01100110,3,279.19,NaN,NA,NA,
73,01100110,4,280.194,NaN,NA,NA,
73,01100110,5,280.395,NaN,NA,12750.bmp,A22.bmp,
73,01100110,6,280.899,NaN,NA,NA,
73,01100110,7,281.418,0.518,-1,1,
73,10001101,2,281.435,NaN,NA,NA,
74,10001101,3,281.435,NaN,NA,NA,
74,10001101,4,282.44,NaN,NA,NA,
74,10001101,5,282.646,NaN,NA,21590.bmp,A338.bmp,
74,10001101,6,283.647,NaN,NA,NA,
74,10001101,7,284.134,0.485,-1,1,
74,00101101,2,284.152,NaN,NA,NA,
75,00101101,3,284.152,NaN,NA,NA,
75,00101101,4,285.152,NaN,NA,NA,
75,00101101,5,285.357,NaN,NA,02704.bmp,A134.bmp,
75,00101101,6,286.357,NaN,NA,NA,
75,00101101,7,286.882,0.524,-1,1,
75,01111000,2,286.90000000000003,NaN,NA,NA,
76,01111000,3,286.90000000000003,NaN,NA,NA,
