Orginal File Name:,DP-JT3-2018_5_3_1726.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36,IP: ::ffff:127.0.0.1,Time:,2018_5_3_1726,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_number,trial_type,event_code,absolute_time,response_time,response,result
58,01010001,4,262.755,NaN,NA,NA,
58,01010001,5,262.957,NaN,NA,13225.bmp,A257.bmp,
58,01010001,6,263.459,NaN,NA,NA,
58,01010001,7,263.471,0.011,1,1,
58,00101111,2,263.485,NaN,NA,NA,
59,00101111,3,263.485,NaN,NA,NA,
59,00101111,4,264.488,NaN,NA,NA,
59,00101111,5,264.69,NaN,NA,01616.bmp,A1.bmp,
59,00101111,6,265.696,NaN,NA,NA,
59,00101111,7,265.765,0.068,-1,1,
59,01110011,2,265.78000000000003,NaN,NA,NA,
60,01110011,3,265.78000000000003,NaN,NA,NA,
60,01110011,4,266.784,NaN,NA,NA,
60,01110011,5,266.986,NaN,NA,19911.bmp,A329.bmp,
60,01110011,6,267.49,NaN,NA,NA,
60,01110011,7,267.509,0.016,1,1,
60,10110100,2,267.522,NaN,NA,NA,
61,10110100,3,267.522,NaN,NA,NA,
61,10110100,4,268.527,NaN,NA,NA,
61,10110100,5,268.73,NaN,NA,220552.bmp,A361.bmp,
61,10110100,6,269.234,NaN,NA,NA,
61,10110100,7,269.254,0.019,1,2,
61,10110100,8,269.254,NaN,NA,NA,
61,00011111,2,272.276,NaN,NA,NA,
62,00011111,3,272.276,NaN,NA,NA,
62,00011111,4,273.282,NaN,NA,NA,
62,00011111,5,273.485,NaN,NA,07491.bmp,A205.bmp,
62,00011111,6,274.485,NaN,NA,NA,
62,00011111,7,274.593,0.106,1,2,
62,00011111,8,274.593,NaN,NA,NA,
62,00100001,2,277.615,NaN,NA,NA,
63,00100001,3,277.615,NaN,NA,NA,
63,00100001,4,278.615,NaN,NA,NA,
63,00100001,5,278.817,NaN,NA,05535.bmp,A15.bmp,
63,00100001,6,279.32,NaN,NA,NA,
63,00100001,7,279.408,0.08700000000000001,-1,2,
63,00100001,8,279.408,NaN,NA,NA,
63,00101110,2,282.432,NaN,NA,NA,
64,00101110,3,282.432,NaN,NA,NA,
64,00101110,4,283.437,NaN,NA,NA,
64,00101110,5,283.64,NaN,NA,02749.bmp,A133.bmp,
64,00101110,6,284.645,NaN,NA,NA,
64,00101110,7,284.669,0.022,-1,1,
64,10010111,9,284.672,NaN,NA,NA,
64,10010111,9,284.672,0.098,0,NA,
64,10010111,2,284.779,NaN,NA,NA,
65,10010111,3,284.779,NaN,NA,NA,
65,10010111,4,285.782,NaN,NA,NA,
65,10010111,5,285.984,NaN,NA,25250.bmp,A47.bmp,
65,10010111,6,286.48900000000003,NaN,NA,NA,
65,10010111,7,286.523,0.032,1,2,
65,10010111,8,286.523,NaN,NA,NA,
65,01110111,2,289.547,NaN,NA,NA,
66,01110111,3,289.547,NaN,NA,NA,
66,01110111,4,290.549,NaN,NA,NA,
66,01110111,5,290.75,NaN,NA,16021.bmp,A27.bmp,
66,01110111,6,291.25600000000003,NaN,NA,NA,
66,01110111,7,291.331,0.073,1,1,
66,10111100,2,291.345,NaN,NA,NA,
67,10111100,3,291.345,NaN,NA,NA,
67,10111100,4,292.345,NaN,NA,NA,
67,10111100,5,292.548,NaN,NA,21722.bmp,A35.bmp,
67,10111100,6,293.55,NaN,NA,NA,
67,10111100,7,293.617,0.065,1,2,
67,10111100,8,293.617,NaN,NA,NA,
67,00110111,2,296.63800000000003,NaN,NA,NA,
68,00110111,3,296.63800000000003,NaN,NA,NA,
68,00110111,4,297.63800000000003,NaN,NA,NA,
68,00110111,5,297.844,NaN,NA,07491.bmp,A205.bmp,
68,00110111,6,298.345,NaN,NA,NA,
68,00110111,7,298.402,0.055,1,1,
68,00101101,2,298.415,NaN,NA,NA,
69,00101101,3,298.415,NaN,NA,NA,
69,00101101,4,299.416,NaN,NA,NA,
69,00101101,5,299.617,NaN,NA,07160.bmp,A189.bmp,
69,00101101,6,300.623,NaN,NA,NA,
69,00101101,7,300.701,0.075,-1,2,
69,00101101,8,300.701,NaN,NA,NA,
69,01010001,2,303.724,NaN,NA,NA,
70,01010001,3,303.724,NaN,NA,NA,
70,01010001,4,304.728,NaN,NA,NA,
70,01010001,5,304.928,NaN,NA,13195.bmp,A251.bmp,
70,01010001,6,305.43,NaN,NA,NA,
70,01010001,7,305.488,0.056,1,1,
70,10011110,2,305.502,NaN,NA,NA,
71,10011110,3,305.502,NaN,NA,NA,
71,10011110,4,306.502,NaN,NA,NA,
71,10011110,5,306.705,NaN,NA,27200.bmp,A73.bmp,
71,10011110,6,307.711,NaN,NA,NA,
71,10011110,7,307.77500000000003,0.061,1,2,
71,10011110,8,307.77500000000003,NaN,NA,NA,
71,00001101,2,310.796,NaN,NA,NA,
72,00001101,3,310.796,NaN,NA,NA,
72,00001101,4,311.8,NaN,NA,NA,
72,00001101,5,312.005,NaN,NA,02780.bmp,A135.bmp,
72,00001101,6,313.008,NaN,NA,NA,
72,00001101,7,313.021,0.012,-1,1,
72,10100111,2,313.034,NaN,NA,NA,
73,10100111,3,313.034,NaN,NA,NA,
73,10100111,4,314.035,NaN,NA,NA,
73,10100111,5,314.237,NaN,NA,22387.bmp,A377.bmp,
73,10100111,6,314.737,NaN,NA,NA,
