Orginal File Name:,CT-JTESTPANAS-2018_5_4_1054.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36,IP: undefined,Time:,2018_5_4_1054,Parameter File:,None:FromPsyToolkit,Event Codes:,[('INSTRUCT_ONSET', 1), ('TASK_ONSET', 2), ('TRIAL_ONSET', 3), ('CUE_ONSET', 4), ('IMAGE_ONSET', 5), ('TARGET_ONSET', 6), ('RESPONSE', 7), ('ERROR_DELAY', 8), ('BREAK_ONSET', 9), ('BREAK_END', 10)],Trial Types are coded as follows: 8 bits representing [valence neut/neg/pos] [target_orientation H/V] [target_side left/right] [duration .5/1] [valenced_image left/right] [cue_orientation H/V] [cue_side left/right] 
trial_type,trial_number,block_num,egg_x_position,egg_y_position,absolute_time_ms,response_time,response,result
main,174,1,331,-5,675.309,0.064,2,1,
main,175,1,562,-156,675.617,0.029,2,1,
main,176,1,276,-49,675.927,0.031,2,1,
main,177,1,164,-135,676.249,0.048,2,1,
main,178,1,245,-183,676.568,0.042,2,1,
main,179,1,612,-144,676.928,0.081,2,1,
main,180,1,135,-283,677.277,0.076,2,1,
main,181,1,405,-60,677.817,0.274,2,1,
main,182,1,405,-62,678.188,0.093,2,1,
main,183,1,313,-148,678.565,0.107,2,1,
main,184,1,159,262,678.958,0.111,2,1,
main,185,1,335,63,679.357,0.115,2,1,
main,186,1,216,-338,679.703,0.059000000000000004,2,1,
main,187,1,324,170,680.109,0.123,2,2,
main,188,1,-200,-182,680.678,0.154,2,2,
main,189,1,-250,-72,681.117,0.026000000000000002,1,1,
main,190,1,-472,57,681.509,0.111,1,1,
main,191,1,-455,118,681.8480000000001,0.054,1,1,
main,192,1,-436,-196,682.239,0.117,1,1,
main,193,1,-288,-52,682.707,0.184,1,1,
main,194,1,-192,-116,683.069,0.08,1,1,
main,195,1,-408,38,683.393,0.042,1,1,
main,196,1,-130,133,683.721,0.049,1,1,
main,197,1,-336,-15,684.064,0.06,1,1,
main,198,1,-365,-266,684.4250000000001,0.077,1,1,
main,199,1,-267,-44,685.143,0.432,1,2,
main,200,1,341,-25,685.668,0.112,1,2,
main,1,1,-154,-163,686.155,0.068,1,2,
main,2,1,78,42,686.766,0.198,2,2,
main,3,1,-56,-87,687.224,0.053,2,2,
main,4,1,-368,-364,687.859,0.226,1,1,
main,5,1,-434,190,688.318,0.179,1,1,
main,6,1,-318,-102,688.662,0.06,1,2,
main,7,1,208,224,689.119,0.044,1,2,
main,8,1,239,-67,689.6610000000001,0.122,2,1,
main,9,1,632,331,690.041,0.099,2,1,
main,10,1,362,151,690.443,0.126,2,1,
main,11,1,528,111,690.956,0.231,2,1,
main,12,1,480,-140,691.298,0.059000000000000004,2,1,
main,13,1,208,-188,691.652,0.073,2,1,
main,14,1,90,136,691.986,0.051000000000000004,2,2,
main,15,1,-433,-21,692.604,0.211,1,1,
main,16,1,-680,-38,693.037,0.146,1,2,
main,17,1,199,-266,693.576,0.129,1,2,
main,18,1,278,139,694.363,0.378,2,2,
main,19,1,-201,1,694.798,0.019,1,1,
main,20,1,-261,-132,695.212,0.134,1,1,
main,21,1,-563,-121,695.578,0.085,1,1,
main,22,1,-218,-59,696.022,0.17,1,2,
main,23,1,302,51,696.4490000000001,0.02,1,2,
main,24,1,366,359,696.968,0.111,2,1,
main,25,1,640,147,697.365,0.117,2,2,
main,26,1,-460,-194,697.864,0.085,1,1,
main,27,1,-424,262,698.2620000000001,0.122,1,1,
main,28,1,-144,4,698.6990000000001,0.156,2,2,
main,29,1,-41,134,699.285,0.185,1,1,
main,30,1,-144,224,699.65,0.088,1,1,
main,31,1,-185,-116,699.974,0.041,1,1,
main,32,1,-503,47,700.297,0.048,1,1,
main,33,1,-183,213,700.755,0.183,1,1,
main,34,1,-339,7,701.045,0.012,1,1,
main,35,1,-274,-180,701.354,0.024,1,1,
main,36,1,-429,70,701.653,0.016,1,1,
main,37,1,-469,174,701.939,0.006,1,1,
main,38,1,-148,-318,702.243,0.02,1,1,
main,39,1,-323,-61,702.554,0.032,1,1,
main,40,1,-545,-126,702.86,0.033,1,1,
main,41,1,-407,188,703.145,0.025,1,1,
main,42,1,-183,249,703.467,0.051000000000000004,1,1,
main,43,1,-467,-47,703.7810000000001,0.044,1,1,
main,44,1,-486,-110,704.1270000000001,0.064,1,1,
main,45,1,-279,313,704.429,0.019,1,1,
main,46,1,-494,173,704.856,0.14300000000000002,1,1,
main,47,1,-127,27,705.163,0.028,1,1,
main,48,1,-149,-50,705.472,0.024,1,2,
main,49,1,99,-163,705.952,0.073,1,2,
main,50,1,247,57,706.376,0.011,2,1,
main,51,1,7,96,706.89,0.229,2,1,
main,52,1,680,107,707.203,0.034,2,1,
main,53,1,309,-4,707.537,0.052000000000000005,2,1,
main,54,1,25,27,707.837,0.02,2,1,
main,55,1,63,64,708.17,0.054,2,1,
main,56,1,490,-64,708.513,0.062,2,1,
main,57,1,379,-110,708.832,0.033,2,2,
main,58,1,-262,152,709.6370000000001,0.397,1,1,
main,59,1,-354,-206,709.99,0.07100000000000001,1,1,
main,60,1,-608,294,710.278,0.008,1,1,
main,61,1,-387,-41,710.597,0.037,1,1,
main,62,1,-192,18,710.945,0.066,1,2,
main,63,1,263,241,711.369,0.023,1,2,
main,64,1,379,122,711.9540000000001,0.169,2,2,
main,65,1,-389,71,712.6800000000001,0.321,1,1,
main,66,1,-469,-150,713.044,0.08,1,1,
main,67,1,-256,-113,713.373,0.046,1,1,
main,68,1,-255,114,713.688,0.038,1,1,
main,69,1,-33,-82,713.987,0.017,1,1,
main,70,1,-357,228,714.295,0.028,1,1,
main,71,1,-284,-124,714.597,0.026000000000000002,1,1,
main,72,1,-254,190,714.984,0.105,1,1,
main,73,1,-336,83,715.293,0.029,1,1,
main,74,1,-72,68,715.58,0.012,1,1,
main,75,1,-283,-36,715.894,0.035,1,1,
main,76,1,-261,38,716.22,0.044,1,1,
main,77,1,-586,-212,716.506,0.009000000000000001,1,1,
main,78,1,-279,-153,716.821,0.04,1,1,
main,79,1,-384,83,717.131,0.026000000000000002,1,1,
main,80,1,-325,207,717.441,0.028,1,2,
main,81,1,275,3,718.064,0.212,2,1,
main,82,1,410,20,718.431,0.088,2,1,
main,83,1,169,100,718.773,0.061,2,1,
main,84,1,140,229,719.102,0.054,2,1,
main,85,1,263,12,719.616,0.232,2,1,
main,86,1,293,-157,719.912,0.016,2,1,
main,87,1,315,-111,720.268,0.078,2,1,
main,88,1,525,60,720.802,0.255,2,1,
main,89,1,212,46,721.131,0.048,2,2,
main,90,1,-283,-59,721.6460000000001,0.1,2,2,
main,91,1,-85,14,722.155,0.093,2,1,
main,92,1,250,209,722.737,0.3,2,1,
main,93,1,-80,-82,723.282,0.264,2,2,
main,94,1,-451,-82,723.837,0.146,2,2,
main,95,1,-245,-53,724.52,0.272,1,2,
main,96,1,300,27,725.296,0.364,2,1,
main,97,1,285,30,725.717,0.138,2,1,
main,98,1,-181,30,726.0260000000001,0.029,2,1,
main,99,1,287,-40,726.436,0.128,2,1,
main,100,1,271,-51,726.739,0.021,2,1,
main,101,1,214,105,727.072,0.053,2,1,
main,102,1,407,330,727.4010000000001,0.049,2,1,
main,103,1,273,-1,727.727,0.046,2,1,
main,104,1,167,-13,728.278,0.266,2,1,
main,105,1,346,-14,728.569,0.022,2,1,
main,106,1,391,87,728.892,0.051000000000000004,2,1,
main,107,1,92,-41,729.225,0.053,2,1,
main,108,1,546,-100,729.534,0.029,2,1,
main,109,1,359,134,729.863,0.047,2,1,
main,110,1,305,-114,730.259,0.115,2,1,
main,111,1,221,-188,730.5600000000001,0.023,2,1,
main,112,1,250,-37,730.871,0.029,2,2,
main,113,1,-517,143,731.703,0.433,1,1,
main,114,1,-510,-130,732.019,0.034,1,2,
main,115,1,323,-186,732.464,0.04,1,2,
main,116,1,417,-240,732.918,0.048,2,1,
main,117,1,314,-37,733.283,0.093,2,1,
main,118,1,239,48,733.602,0.038,2,1,
main,119,1,275,155,733.9540000000001,0.077,2,1,
main,120,1,274,89,734.278,0.04,2,1,
main,121,1,346,44,734.5980000000001,0.04,2,1,
main,122,1,158,37,734.929,0.054,2,1,
main,123,1,256,65,735.238,0.031,2,1,
main,124,1,-19,95,735.595,0.077,2,1,
main,125,1,359,-220,735.969,0.094,2,1,
main,126,1,429,279,736.279,0.03,2,1,
main,127,1,50,-102,736.615,0.055,2,1,
main,128,1,292,111,737.102,0.20700000000000002,2,2,
main,129,1,-287,89,737.564,0.048,2,2,
main,130,1,140,4,738.014,0.037,1,1,
main,131,1,-328,-1,738.4010000000001,0.109,1,1,
main,132,1,-392,-18,738.717,0.032,1,1,
main,133,1,-357,149,739.043,0.045,1,1,
main,134,1,-261,95,739.336,0.012,1,1,
main,135,1,-241,183,739.629,0.01,1,1,
main,136,1,-503,-182,739.918,0.01,1,1,
main,137,1,-395,211,740.198,0.011,1,1,
main,138,1,-404,-198,740.496,0.022,1,2,
main,139,1,91,190,740.969,0.063,1,2,
main,140,1,204,-130,741.495,0.113,2,1,
main,141,1,126,-188,741.817,0.039,2,1,
main,142,1,235,-228,742.153,0.056,2,1,
main,143,1,202,-53,742.476,0.045,2,1,
main,144,1,492,-248,742.849,0.095,2,1,
main,145,1,346,-199,743.182,0.049,2,1,
main,146,1,404,-161,743.71,0.253,2,1,
main,147,1,172,143,744.068,0.079,2,1,
main,148,1,408,-289,744.503,0.15,2,1,
main,149,1,366,281,744.879,0.097,2,1,
main,150,1,427,24,745.5500000000001,0.389,2,1,
main,151,1,180,115,745.869,0.042,2,1,
main,152,1,396,-99,746.349,0.199,2,1,
main,153,1,501,-22,746.729,0.101,2,1,
main,154,1,417,-106,747.153,0.14300000000000002,2,2,
main,155,1,-323,51,747.686,0.135,2,2,
main,156,1,-202,176,748.159,0.059000000000000004,1,1,
main,157,1,-208,-151,748.577,0.133,1,1,
main,158,1,-324,206,748.9,0.043000000000000003,1,1,
main,159,1,-404,-37,749.356,0.176,1,1,
main,160,1,-201,-2,749.672,0.035,1,1,
main,161,1,-506,-123,750.015,0.06,1,2,
main,162,1,97,-56,750.549,0.129,1,2,
main,163,1,240,78,751.009,0.052000000000000005,2,1,
main,164,1,252,-263,751.501,0.214,2,1,
main,165,1,371,-29,752.022,0.233,2,1,
main,166,1,584,-22,752.52,0.22,2,1,
main,167,1,295,-78,753.0120000000001,0.212,2,1,
main,168,1,262,-15,753.405,0.11,2,1,
main,169,1,385,21,753.814,0.147,2,1,
main,170,1,69,201,754.15,0.07200000000000001,2,1,
main,171,1,237,-77,754.464,0.029,2,1,
main,172,1,251,141,755.032,0.296,2,1,
main,173,1,317,-284,755.464,0.151,2,1,
main,174,1,331,-5,755.957,0.213,2,1,
main,175,1,562,-156,756.335,0.094,2,1,
main,176,1,276,-49,756.66,0.046,2,1,
main,177,1,164,-135,757.0260000000001,0.089,2,1,
main,178,1,245,-183,757.321,0.014,2,1,
main,179,1,612,-144,757.635,0.027,2,1,
main,180,1,135,-283,757.951,0.03,2,1,
main,181,1,405,-60,758.288,0.056,2,1,
main,182,1,405,-62,758.648,0.08,2,1,
main,183,1,313,-148,759.0070000000001,0.077,2,1,
main,184,1,159,262,759.424,0.131,2,1,
main,185,1,335,63,759.77,0.061,2,1,
main,186,1,216,-338,760.8000000000001,0.739,2,1,
main,187,1,324,170,761.2570000000001,0.177,2,2,
main,188,1,-200,-182,761.938,0.271,1,1,
main,189,1,-250,-72,762.253,0.033,1,1,
main,190,1,-472,57,762.774,0.247,1,1,
main,191,1,-455,118,763.284,0.22,1,1,
main,192,1,-436,-196,763.807,0.241,1,1,
main,193,1,-288,-52,764.33,0.243,1,1,
main,194,1,-192,-116,764.806,0.195,1,1,
main,195,1,-408,38,765.311,0.218,1,1,
main,196,1,-130,133,765.626,0.033,1,1,
main,197,1,-336,-15,766.118,0.209,1,1,
main,198,1,-365,-266,766.402,0.001,1,1,
main,199,1,-267,-44,766.874,0.187,1,2,
main,200,1,341,-25,767.412,0.133,1,2,
