Version:,3,Orginal File Name:,CT-JT1.csv,UserAGENT:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.1 Safari/605.1.15,IP: ::1,Time:,2018_6_29_19_44,Parameter File:,None:FromPsyToolkit
trial_type,trial_number,block_num,egg_x_position,egg_y_position,absolute_time_sec,response_time_sec,response,result
main,279,3,-526,-280,238.06900000000002,0.024,2,2,
main,280,3,-388,-49,238.287,0.025,2,2,
main,281,3,-520,53,238.505,0.029,2,2,
main,282,3,-415,-51,238.719,0.03,2,2,
main,283,3,-129,79,238.934,0.024,2,2,
main,284,3,-577,258,239.148,0.022,2,1,
main,285,3,175,-7,239.478,0.056,2,1,
main,286,3,405,-10,239.804,0.059000000000000004,2,1,
main,287,3,335,12,240.126,0.054,2,2,
main,288,3,-234,222,240.345,0.03,2,2,
main,289,3,-338,-41,240.562,0.03,2,2,
main,290,3,-251,131,240.778,0.026000000000000002,2,1,
main,291,3,76,-64,241.11100000000002,0.054,2,1,
main,292,3,364,-178,241.429,0.059000000000000004,2,2,
main,293,3,-365,-268,241.648,0.033,2,2,
main,294,3,-192,-68,241.864,0.032,2,2,
main,295,3,-632,-198,242.084,0.031,2,2,
main,296,3,-247,-63,242.303,0.027,2,2,
main,297,3,-478,160,242.517,0.023,2,1,
main,298,3,175,71,242.848,0.07100000000000001,2,1,
main,299,3,427,-112,243.174,0.06,2,1,
main,300,3,192,108,243.50400000000002,0.066,2,1,
main,301,3,62,71,243.827,0.059000000000000004,2,2,
main,302,3,-512,-30,244.043,0.026000000000000002,2,2,
main,303,3,-533,-121,244.261,0.028,2,2,
main,304,3,-259,83,244.479,0.032,2,2,
main,305,3,-286,-104,244.696,0.025,2,2,
main,306,3,-361,39,244.911,0.026000000000000002,2,2,
main,307,3,-468,324,245.12800000000001,0.029,2,1,
main,308,3,285,2,245.451,0.058,2,1,
main,309,3,366,-56,245.779,0.066,2,1,
main,310,3,213,-44,246.108,0.07,2,1,
main,311,3,519,19,246.431,0.054,2,1,
main,312,3,372,141,246.756,0.057,2,1,
main,313,3,370,-110,247.082,0.056,2,2,
main,314,3,-163,163,247.298,0.03,2,1,
main,315,3,287,54,247.624,0.066,2,1,
main,316,3,458,-30,247.947,0.06,2,1,
main,317,3,78,103,248.27100000000002,0.055,2,1,
main,318,3,449,99,248.597,0.058,2,1,
main,319,3,227,-133,248.924,0.055,2,1,
main,320,3,240,-114,249.25300000000001,0.06,2,1,
main,321,3,389,-213,249.579,0.06,2,1,
main,322,3,331,-118,249.965,0.123,2,1,
main,323,3,380,-75,250.336,0.1,2,1,
main,324,3,379,-152,250.662,0.058,2,2,
main,325,3,-218,58,250.928,0.08,2,1,
main,326,3,28,295,251.211,0.018000000000000002,2,2,
main,327,3,-448,48,251.43,0.025,2,1,
main,328,3,468,-289,251.755,0.056,2,1,
main,329,3,283,200,252.08100000000002,0.056,2,1,
main,330,3,332,32,252.407,0.058,2,1,
main,331,3,474,65,252.731,0.053,2,1,
main,332,3,394,52,253.056,0.057,2,2,
main,333,3,-367,189,253.274,0.025,2,2,
main,334,3,-465,138,253.494,0.026000000000000002,2,2,
main,335,3,-231,241,253.713,0.025,2,2,
main,336,3,-659,-61,253.93,0.024,2,1,
main,337,3,165,1,254.256,0.055,2,1,
main,338,3,560,45,254.585,0.058,2,1,
main,339,3,315,24,254.915,0.061,2,2,
main,340,3,-299,51,255.13400000000001,0.025,2,1,
main,341,3,378,-354,255.461,0.057,2,2,
main,342,3,-381,93,255.679,0.024,2,2,
main,343,3,-361,147,255.897,0.021,2,2,
main,344,3,-1,115,256.117,0.025,2,1,
main,345,3,51,-14,256.438,0.05,2,1,
main,346,3,83,-50,256.765,0.056,2,1,
main,347,3,538,92,257.095,0.064,2,1,
main,348,3,390,104,257.416,0.048,2,1,
main,349,3,578,-97,257.73900000000003,0.052000000000000005,2,1,
main,350,3,385,113,258.068,0.058,2,1,
main,351,3,359,31,258.38800000000003,0.048,2,1,
main,352,3,250,68,258.714,0.055,2,1,
main,353,3,365,229,259.034,0.045,2,1,
main,354,3,277,90,259.359,0.054,2,1,
main,355,3,1,56,259.686,0.053,2,1,
main,356,3,337,-168,260.008,0.049,2,1,
main,357,3,680,-198,260.32800000000003,0.048,2,1,
main,358,3,394,-250,260.65500000000003,0.053,2,1,
main,359,3,414,248,260.981,0.052000000000000005,2,1,
main,360,3,259,-47,261.309,0.059000000000000004,2,1,
main,361,3,222,101,261.634,0.054,2,1,
main,362,3,446,-18,261.959,0.053,2,1,
main,363,3,355,-46,262.286,0.053,2,2,
main,364,3,-487,-46,262.505,0.024,2,2,
main,365,3,-133,178,262.72,0.022,2,2,
main,366,3,-382,-48,262.936,0.025,2,2,
main,367,3,-261,-27,263.154,0.026000000000000002,2,2,
main,368,3,-355,-136,263.372,0.024,2,2,
main,369,3,-246,39,263.591,0.025,2,2,
main,370,3,-281,-380,263.81,0.027,2,2,
